% Model,WG_straight_副本.mph,,
% Version,COMSOL 6.2.0.339,,
% Date,"Sep 14 2025, 10:04",,
% Table,,,
% wg_width (um),sample_freq (1/s),neff (m^2),
0.9,1.76E+14,1.4716447611875412-5.6797436890071605E-12i,1.30E-12
0.9,1.77E+14,1.4383768537253028-1.2208016871355219E-4i,1.34E-10
0.9,1.77E+14,1.4386601574969378-1.2098626956176023E-4i,1.34E-10
0.9,1.77E+14,1.4394936806553584-9.987983121715368E-5i,1.34E-10
0.9,1.77E+14,1.440753378794563-5.2101098337132336E-5i,1.62E-10
0.9,1.77E+14,1.4405313158329693-5.061588394728684E-5i,1.34E-10
0.9,1.77E+14,1.4726950262043867-3.697080844894775E-12i,1.26E-12
0.9,1.78E+14,1.4385489260650808-1.195531496580864E-4i,1.34E-10
0.9,1.78E+14,1.4388211518780512-1.1893532454702781E-4i,1.34E-10
0.9,1.78E+14,1.4396452603090306-9.818651248255956E-5i,1.34E-10
0.9,1.78E+14,1.4408961236212798-5.101620359755058E-5i,1.62E-10
0.9,1.78E+14,1.4406712447313308-4.9755100879451054E-5i,1.34E-10
0.9,1.78E+14,1.473755531889583-2.3972433061321866E-12i,1.22E-12
0.9,1.79E+14,1.4387180139375129-1.1709959352478864E-4i,1.34E-10
0.9,1.79E+14,1.438979637691516-1.1693098556151416E-4i,1.34E-10
0.9,1.79E+14,1.4397944920930876-9.653131512455454E-5i,1.34E-10
0.9,1.79E+14,1.441036477802639-4.9963657072611005E-5i,1.62E-10
0.9,1.79E+14,1.4408090232599962-4.891363657070517E-5i,1.34E-10
0.9,1.79E+14,1.474826083682312-1.5484460967712825E-12i,1.19E-12
0.9,1.80E+14,1.4391356760433647-1.149681624256496E-4i,1.34E-10
0.9,1.80E+14,1.4388841992410515-1.1471827653795456E-4i,1.34E-10
0.9,1.80E+14,1.439941431966634-9.49131436735966E-5i,1.34E-10
0.9,1.80E+14,1.4411745069553106-4.894219019262719E-5i,1.62E-10
0.9,1.80E+14,1.4409447029898172-4.809094865050588E-5i,1.34E-10
0.9,1.80E+14,1.4759064836646065-9.966273474160122E-13i,1.15E-12
0.9,1.81E+14,1.4392893225987022-1.1305799568114445E-4i,1.34E-10
0.9,1.81E+14,1.4390475787600312-1.1238690852756937E-4i,1.35E-10
0.9,1.81E+14,1.440086134125035-9.333133517355244E-5i,1.34E-10
0.9,1.81E+14,1.4413102743456006-4.7950592362333955E-5i,1.62E-10
0.9,1.81E+14,1.4410783339952333-4.728651046840157E-5i,1.34E-10
0.9,1.81E+14,1.4769965309370297-6.390679018051317E-13i,1.12E-12
0.9,1.82E+14,1.4394406392475216-1.1118825325419193E-4i,1.34E-10
0.9,1.82E+14,1.4392082232709111-1.1013805923331985E-4i,1.35E-10
0.9,1.82E+14,1.4402286515718759-9.17842373160779E-5i,1.34E-10
0.9,1.82E+14,1.4414438410020145-4.6987712856186314E-5i,1.62E-10
0.9,1.82E+14,1.4412099648978163-4.6499817331093176E-5i,1.34E-10
0.9,1.82E+14,1.478096021979546-4.0827326556882513E-13i,1.09E-12
0.9,1.83E+14,1.4395896783426922-1.0936239398408528E-4i,1.34E-10
0.9,1.83E+14,1.439366209736701-1.0796948081328243E-4i,1.35E-10
0.9,1.83E+14,1.4403690354582672-9.027126728229724E-5i,1.34E-10
0.9,1.83E+14,1.4415752658085748-4.605245158997556E-5i,1.62E-10
0.9,1.83E+14,1.4413396429287346-4.57303771488018E-5i,1.34E-10
0.9,1.83E+14,1.479204750997763-2.5986499927779804E-13i,1.05E-12
0.9,1.84E+14,1.4397364923076168-1.0757750333085359E-4i,1.34E-10
0.9,1.84E+14,1.4395216082263607-1.0586587298962317E-4i,1.35E-10
0.9,1.84E+14,1.4405073356362004-8.879141085580405E-5i,1.34E-10
0.9,1.84E+14,1.4417046056049931-4.514376067853328E-5i,1.62E-10
0.9,1.84E+14,1.4414674139686245-4.497771558360226E-5i,1.34E-10
0.9,1.84E+14,1.4803225102547053-1.6494108251928943E-13i,1.03E-12
0.9,1.85E+14,1.4398811305953367-1.0582860530784411E-4i,1.34E-10
0.9,1.85E+14,1.439674488795483-1.0381287578346857E-4i,1.36E-10
0.9,1.85E+14,1.4406436004662253-8.734380049165988E-5i,1.34E-10
0.9,1.85E+14,1.4415933225976039-4.424137411083743E-5i,1.34E-10
0.9,1.85E+14,1.4418319152748023-4.4260640719504545E-5i,1.62E-10
0.9,1.85E+14,1.4814490903883946-1.0438509176688672E-13i,9.98E-13
0.9,1.86E+14,1.4400236438230714-1.0411690410471059E-4i,1.34E-10
0.9,1.86E+14,1.4398249145912068-1.0181693355255262E-4i,1.36E-10
0.9,1.86E+14,1.4407778770260244-8.592745771426932E-5i,1.34E-10
0.9,1.86E+14,1.441717412137509-4.3520908562819804E-5i,1.34E-10
0.9,1.86E+14,1.4419572478326796-4.340213803970393E-5i,1.63E-10
0.9,1.86E+14,1.4825842807154033-6.575227710646902E-14i,9.71E-13
0.9,1.87E+14,1.4401640743161075-1.0241478986598758E-4i,1.34E-10
0.9,1.87E+14,1.439972916128024-9.98366980461759E-5i,1.36E-10
0.9,1.87E+14,1.4409102108106009-8.454158267666113E-5i,1.34E-10
0.9,1.87E+14,1.4418397246978016-4.281588987902013E-5i,1.34E-10
0.9,1.87E+14,1.4420806545033011-4.256734152260248E-5i,1.63E-10
0.9,1.87E+14,1.4837278695206542-4.134878658755431E-14i,9.45E-13
0.9,1.88E+14,1.4403024884974684-1.0078205394717458E-4i,1.34E-10
0.9,1.88E+14,1.44011865605789-9.799249851349171E-5i,1.36E-10
0.9,1.88E+14,1.4410406468507606-8.318554986740807E-5i,1.34E-10
0.9,1.88E+14,1.4419603012106197-4.212590001273437E-5i,1.34E-10
0.9,1.88E+14,1.44220218480597-4.1755385648914356E-5i,1.63E-10
0.9,1.88E+14,1.4848796443337784-2.5852428325078825E-14i,9.21E-13
0.9,1.89E+14,1.4404389169810021-9.917226094937466E-5i,1.34E-10
0.9,1.89E+14,1.4402620656095984-9.6099311080183E-5i,1.36E-10
0.9,1.89E+14,1.441169227492224-8.185818305218515E-5i,1.34E-10
0.9,1.89E+14,1.4420791814831382-4.1450538372910574E-5i,1.34E-10
0.9,1.89E+14,1.4423218866119087-4.096543790992083E-5i,1.63E-10
0.9,1.89E+14,1.4860393921922204-1.616062028905288E-14i,8.97E-13
0.9,1.90E+14,1.4405733986160365-9.759433296214997E-5i,1.34E-10
0.9,1.90E+14,1.4404032413807493-9.433223082768713E-5i,1.37E-10
0.9,1.90E+14,1.4412959954214848-8.055913849243261E-5i,1.34E-10
0.9,1.90E+14,1.4421964042189916-4.078941457921426E-5i,1.34E-10
0.9,1.90E+14,1.4424398062332895-4.019670784230239E-5i,1.63E-10
0.9,1.90E+14,1.4872068998914751-1.0018597955052089E-14i,8.75E-13
0.9,1.91E+14,1.440705997871134-9.606176091592748E-5i,1.34E-10
0.9,1.91E+14,1.4405422923865014-9.256775830621862E-5i,1.37E-10
0.9,1.91E+14,1.4414209913729787-7.928740839277275E-5i,1.34E-10
0.9,1.91E+14,1.442312007064891-4.0142149775899456E-5i,1.34E-10
0.9,1.91E+14,1.4425559884739452-3.9448438858711835E-5i,1.63E-10
0.9,1.91E+14,1.4883819542227068-6.200852685968925E-15i,8.53E-13
0.9,1.92E+14,1.4408367381836997-9.45603611155601E-5i,1.34E-10
0.9,1.92E+14,1.4406792258470393-9.089259538481321E-5i,1.37E-10
0.9,1.92E+14,1.4415442548926263-7.804232099892856E-5i,1.34E-10
0.9,1.92E+14,1.4424260266445876-3.9508379423197236E-5i,1.34E-10
0.9,1.92E+14,1.442670476697842-3.871990739922837E-5i,1.63E-10
0.9,1.92E+14,1.489564342198063-3.787468490124044E-15i,8.32E-13
0.9,1.93E+14,1.440965667460948-9.307648676677863E-5i,1.34E-10
0.9,1.93E+14,1.4408140809411247-8.928827184170224E-5i,1.37E-10
0.9,1.93E+14,1.4416658252339674-7.682295379868584E-5i,1.34E-10
0.9,1.93E+14,1.4425384985905116-3.888774803343485E-5i,1.34E-10
0.9,1.93E+14,1.4427833128890082-3.801042192310239E-5i,1.63E-10
0.9,1.93E+14,1.4907538512640315-2.342642735330704E-15i,8.13E-13
0.9,1.94E+14,1.44109282634053-9.162566379101937E-5i,1.34E-10
0.9,1.94E+14,1.4409470067619425-8.76822386624975E-5i,1.37E-10
0.9,1.94E+14,1.4417857391402518-7.562925081592165E-5i,1.34E-10
0.9,1.94E+14,1.4426494575798336-3.827991522411473E-5i,1.34E-10
0.9,1.94E+14,1.4428945377050872-3.731932092945273E-5i,1.63E-10
0.9,1.94E+14,1.4919502695031543-1.3751470586466387E-15i,7.93E-13
0.9,1.95E+14,1.441218256016108-9.020836562682965E-5i,1.34E-10
0.9,1.95E+14,1.4410779664030569-8.612212678295105E-5i,1.37E-10
0.9,1.95E+14,1.441904033972046-7.446000691092161E-5i,1.34E-10
0.9,1.95E+14,1.4427589373597212-3.7684544663594087E-5i,1.34E-10
0.9,1.95E+14,1.4430041905334587-3.664597239150545E-5i,1.63E-10
0.9,1.95E+14,1.493153385824378-8.998184290300813E-16i,7.75E-13
0.9,1.96E+14,1.441341990798866-8.881981790337756E-5i,1.34E-10
0.9,1.96E+14,1.4412070578519034-8.459633644255372E-5i,1.37E-10
0.9,1.96E+14,1.4420207452012148-7.331477021878301E-5i,1.34E-10
0.9,1.96E+14,1.4428669707823814-3.710131520059365E-5i,1.34E-10
0.9,1.96E+14,1.443112309540513-3.5989770565111194E-5i,1.63E-10
0.9,1.96E+14,1.494362990142497-6.360388251562764E-16i,7.57E-13
0.9,1.97E+14,1.4414640636060534-8.746105817726263E-5i,1.34E-10
0.9,1.97E+14,1.4413342237791962-8.3085209846953E-5i,1.38E-10
0.9,1.97E+14,1.4421359076930904-7.219287696242494E-5i,1.34E-10
0.9,1.97E+14,1.4429735898338165-3.6529912956484956E-5i,1.34E-10
0.9,1.97E+14,1.4432189317195863-3.535013539403222E-5i,1.63E-10
0.9,1.97E+14,1.495578873546868-2.915743578583488E-16i,7.40E-13
0.9,1.98E+14,1.4415845228254374-8.613001321983017E-5i,1.34E-10
0.9,1.98E+14,1.4414596086284008-8.164036182109617E-5i,1.38E-10
0.9,1.98E+14,1.4422495550289203-7.109381745351569E-5i,1.34E-10
0.9,1.98E+14,1.4430788256567753-3.5970035233769084E-5i,1.34E-10
0.9,1.98E+14,1.4433240929398954-3.472651273554876E-5i,1.63E-10
0.9,1.98E+14,1.4968008284598415-1.9256390620889954E-16i,7.24E-13
0.9,1.99E+14,1.441703397714236-8.482952720835546E-5i,1.34E-10
0.9,1.99E+14,1.4415832325284874-8.023927991726778E-5i,1.38E-10
0.9,1.99E+14,1.4423617202529813-7.001695493886246E-5i,1.34E-10
0.9,1.99E+14,1.4431827085842523-3.5421387345171303E-5i,1.34E-10
0.9,1.99E+14,1.443427827986917-3.4118370460376806E-5i,1.63E-10
0.9,1.99E+14,1.498028649,7.08E-13
0.9,2.00E+14,1.4418207207158655-8.35617596238412E-5i,1.34E-10
0.9,2.00E+14,1.4417051363471471-7.886842223443319E-5i,1.38E-10
0.9,2.00E+14,1.4424724354366054-6.896175123229784E-5i,1.34E-10
0.9,2.00E+14,1.443285268161033-3.488368371477486E-5i,1.34E-10
0.9,2.00E+14,1.4435301706059476-3.352519894045312E-5i,1.63E-10
0.9,2.00E+14,1.49926213,6.93E-13
0.9,2.01E+14,1.4419365199437397-8.230264336798462E-5i,1.34E-10
0.9,2.01E+14,1.4418253208259504-7.752216181019585E-5i,1.38E-10
0.9,2.01E+14,1.4425817317457845-6.792769666924165E-5i,1.34E-10
0.9,2.01E+14,1.4433865331704947-3.4356647615547866E-5i,1.34E-10
0.9,2.01E+14,1.4436311535408506-3.29465091001017E-5i,1.63E-10
0.9,2.01E+14,1.50050107,6.78E-13
0.9,2.02E+14,1.442050838279879-8.107442674338648E-5i,1.34E-10
0.9,2.02E+14,1.4419438880435589-7.621172518163438E-5i,1.38E-10
0.9,2.02E+14,1.4426896397910312-6.691416117581376E-5i,1.34E-10
0.9,2.02E+14,1.4434865316561971-3.384000947270439E-5i,1.34E-10
0.9,2.02E+14,1.4437308085739642-3.238183300743972E-5i,1.63E-10
0.9,2.02E+14,1.501745266,6.64E-13
0.9,2.03E+14,1.442163699596058-7.986412925004039E-5i,1.34E-10
0.9,2.03E+14,1.4420608246309625-7.491746521729316E-5i,1.38E-10
0.9,2.03E+14,1.4427961891083247-6.592080713353814E-5i,1.34E-10
0.9,2.03E+14,1.4435852909473765-3.3333508735040566E-5i,1.34E-10
0.9,2.03E+14,1.4438291665597889-3.183072108595926E-5i,1.63E-10
0.9,2.03E+14,1.502994522,6.50E-13
0.9,2.04E+14,1.4422751373235643-7.868447639560414E-5i,1.34E-10
0.9,2.04E+14,1.4421761562166822-7.367084064346841E-5i,1.38E-10
0.9,2.04E+14,1.4429014086599252-6.494684263782662E-5i,1.34E-10
0.9,2.04E+14,1.4436828376849287-3.2836891464799897E-5i,1.34E-10
0.9,2.04E+14,1.4439262574593492-3.12927414807659E-5i,1.63E-10
0.9,2.04E+14,1.504248639,6.37E-13
0.9,2.05E+14,1.4423851844510853-7.75315948563399E-5i,1.34E-10
0.9,2.05E+14,1.4422900068495608-7.244962538357419E-5i,1.39E-10
0.9,2.05E+14,1.4430053265535558-6.39920929549246E-5i,1.34E-10
0.9,2.05E+14,1.4437791978328967-3.234991090949689E-5i,1.34E-10
0.9,2.05E+14,1.444022110376413-3.076748052582216E-5i,1.63E-10
0.9,2.05E+14,1.505507423,6.24E-13
0.9,2.06E+14,1.4424938742433406-7.641442541049884E-5i,1.34E-10
0.9,2.06E+14,1.4424023132159711-7.128433631570923E-5i,1.39E-10
0.9,2.06E+14,1.443107970408533-6.305586145693594E-5i,1.34E-10
0.9,2.06E+14,1.4438743967065966-3.1872328082106833E-5i,1.34E-10
0.9,2.06E+14,1.444116753585041-3.0254540525631485E-5i,1.63E-10
0.9,2.06E+14,1.506770682,6.12E-13
0.9,2.07E+14,1.4426012141462168-7.528727039140435E-5i,1.34E-10
0.9,2.07E+14,1.4425132384860155-7.00957504750356E-5i,1.39E-10
0.9,2.07E+14,1.4432093667993589-6.213797320677826E-5i,1.34E-10
0.9,2.07E+14,1.4439684589957311-3.1403911113324934E-5i,1.34E-10
0.9,2.07E+14,1.444210214560866-2.9753538907461114E-5i,1.63E-10
0.9,2.07E+14,1.508038225,6.00E-13
0.9,2.08E+14,1.4427072533284573-7.419641450830258E-5i,1.34E-10
0.9,2.08E+14,1.442622689733996-6.896010898579687E-5i,1.39E-10
0.9,2.08E+14,1.4433095420114952-6.123773112333961E-5i,1.34E-10
0.9,2.08E+14,1.4440614087736232-3.094443320960919E-5i,1.34E-10
0.9,2.08E+14,1.444302520010622-2.9264108942884773E-5i,1.63E-10
0.9,2.08E+14,1.509309866,5.88E-13
0.9,2.09E+14,1.4428120199542402-7.313361754868118E-5i,1.34E-10
0.9,2.09E+14,1.4427307585898148-6.789143765333446E-5i,1.39E-10
0.9,2.09E+14,1.4434085214553596-6.035478143629423E-5i,1.34E-10
0.9,2.09E+14,1.4441532695250279-3.0493675041438076E-5i,1.34E-10
0.9,2.09E+14,1.4443936958983832-2.8785897677267785E-5i,1.63E-10
0.9,2.09E+14,1.510585419,5.77E-13
0.9,2.10E+14,1.4429155120898083-7.207482151620858E-5i,1.34E-10
0.9,2.10E+14,1.4428375000021796-6.677979439684192E-5i,1.39E-10
0.9,2.10E+14,1.4435063299281092-5.948863089525255E-5i,1.34E-10
0.9,2.10E+14,1.4442440641613044-3.00514234217184E-5i,1.34E-10
0.9,2.10E+14,1.4444837674722002-2.8318565298516367E-5i,1.63E-10
0.9,2.10E+14,1.511864701,5.66E-13
0.9,2.11E+14,1.443017790286659-7.105089688536751E-5i,1.34E-10
0.9,2.11E+14,1.4429427694540777-6.57042709435566E-5i,1.39E-10
0.9,2.11E+14,1.4436029917448177-5.863919927178883E-5i,1.34E-10
0.9,2.11E+14,1.4443338150391023-2.9617468326952957E-5i,1.34E-10
0.9,2.11E+14,1.4445727592875919-2.7861785368520847E-5i,1.63E-10
0.9,2.11E+14,1.513147534,5.56E-13
0.9,2.12E+14,1.443118864423962-7.003784143604848E-5i,1.34E-10
0.9,2.12E+14,1.44304683221721-6.464326899165622E-5i,1.39E-10
0.9,2.12E+14,1.4436985304779482-5.7805734905273355E-5i,1.34E-10
0.9,2.12E+14,1.4444225439714853-2.9191610155963137E-5i,1.34E-10
0.9,2.12E+14,1.4446606952357615-2.741524396715281E-5i,1.63E-10
0.9,2.12E+14,1.514433738,5.45E-13
0.9,2.13E+14,1.4432187611845702-6.904601612173448E-5i,1.34E-10
0.9,2.13E+14,1.4431495985523537-6.364146538373998E-5i,1.39E-10
0.9,2.13E+14,1.443792969217054-5.6988006907437564E-5i,1.34E-10
0.9,2.13E+14,1.4445102722535457-2.877365081454395E-5i,1.34E-10
0.9,2.13E+14,1.4447475985611382-2.6978638595058162E-5i,1.63E-10
0.9,2.13E+14,1.515723141,5.36E-13
0.9,2.14E+14,1.4433175039562434-6.807696194072231E-5i,1.34E-10
0.9,2.14E+14,1.4432511241114552-6.265467727372591E-5i,1.39E-10
0.9,2.14E+14,1.4438863304752636-5.6185587930989224E-5i,1.34E-10
0.9,2.14E+14,1.4445970206727552-2.836339893689847E-5i,1.34E-10
0.9,2.14E+14,1.4448334918867591-2.6551677979688894E-5i,1.63E-10
0.9,2.14E+14,1.517015569,5.26E-13
0.9,2.15E+14,1.4434151040905063-6.712479487889527E-5i,1.34E-10
0.9,2.15E+14,1.443351394377412-6.17188128589978E-5i,1.39E-10
0.9,2.15E+14,1.4439786362484208-5.5398131260775754E-5i,1.34E-10
0.9,2.15E+14,1.4446828095260502-2.7960667913566316E-5i,1.34E-10
0.9,2.15E+14,1.4449183972341435-2.6134081666824495E-5i,1.63E-10
0.9,2.15E+14,1.518310854,5.17E-13
0.9,2.16E+14,1.4435116109232622-6.619320198221936E-5i,1.34E-10
0.9,2.16E+14,1.4434504892832296-6.077447612877659E-5i,1.39E-10
0.9,2.16E+14,1.4440699079190402-5.462536379229652E-5i,1.34E-10
0.9,2.16E+14,1.4447676586332276-2.7565275808421957E-5i,1.34E-10
0.9,2.16E+14,1.4450023360438624-2.5725579452937674E-5i,1.63E-10
0.9,2.16E+14,1.51960883,5.08E-13
0.9,2.17E+14,1.443607022610751-6.527206278121001E-5i,1.34E-10
0.9,2.17E+14,1.443548368321515-5.9810265967379426E-5i,1.39E-10
0.9,2.17E+14,1.4441601664401564-5.386688567052484E-5i,1.34E-10
0.9,2.17E+14,1.4448515873552334-2.7177045373773072E-5i,1.34E-10
0.9,2.17E+14,1.4450853291942425-2.532591070895979E-5i,1.63E-10
0.9,2.17E+14,1.520909334,4.99E-13
0.9,2.18E+14,1.443701374340868-6.437085768930721E-5i,1.34E-10
0.9,2.18E+14,1.4436451392535479-5.8898208929705145E-5i,1.40E-10
0.9,2.18E+14,1.4442494322623876-5.3122362976097866E-5i,1.34E-10
0.9,2.18E+14,1.4449346146035338-2.67958041136705E-5i,1.34E-10
0.9,2.18E+14,1.4451673970209362-2.493482477675339E-5i,1.63E-10
0.9,2.18E+14,1.522212203,4.91E-13
0.9,2.19E+14,1.4437946838639173-6.349364578024553E-5i,1.34E-10
0.9,2.19E+14,1.4437407819732473-5.804608993773236E-5i,1.40E-10
0.9,2.19E+14,1.4443377253470293-5.2391497634391357E-5i,1.34E-10
0.9,2.19E+14,1.4450167588582128-2.6421383243956193E-5i,1.34E-10
0.9,2.19E+14,1.4452485593335191-2.455207949337363E-5i,1.63E-10
0.9,2.19E+14,1.523517282,4.83E-13
0.9,2.20E+14,1.4438869703060364-6.262714801424293E-5i,1.34E-10
0.9,2.20E+14,1.4438353349053166-5.7178566316534175E-5i,1.40E-10
0.9,2.20E+14,1.4444250651350954-5.167396528796412E-5i,1.34E-10
0.9,2.20E+14,1.4450980381803933-2.6053618387429343E-5i,1.34E-10
0.9,2.20E+14,1.4453288354333007-2.4177441135491613E-5i,1.63E-10
0.9,2.20E+14,1.524824414,4.75E-13
1,1.70E+14,1.4371334658168031-1.3905966654149187E-4i,1.33E-10
1,1.70E+14,1.437457613041253-1.3675892468084953E-4i,1.35E-10
1,1.70E+14,1.4383622270545167-1.1286845372675752E-4i,1.34E-10
1,1.70E+14,1.4397167697600486-5.9346725998917394E-5i,1.61E-10
1,1.70E+14,1.4394887400681453-5.712799809000264E-5i,1.34E-10
1,1.70E+14,1.472436354856392-7.520559783652677E-12i,1.37E-12
1,1.71E+14,1.4373265140931104-1.3602467216023936E-4i,1.33E-10
1,1.71E+14,1.4376379850495027-1.3435999353345596E-4i,1.34E-10
1,1.71E+14,1.4385319556357736-1.1087546543776157E-4i,1.34E-10
1,1.71E+14,1.4398766381047594-5.806303412810928E-5i,1.61E-10
1,1.71E+14,1.4396453229606208-5.611456612289204E-5i,1.34E-10
1,1.71E+14,1.4735384308937938-4.9078931083398314E-12i,1.33E-12
1,1.72E+14,1.4375160801288653-1.3314153657824254E-4i,1.34E-10
1,1.72E+14,1.4378153703659116-1.319977617969358E-4i,1.34E-10
1,1.72E+14,1.4386988938016398-1.0892906232478033E-4i,1.34E-10
1,1.72E+14,1.4400336676926873-5.68189343545657E-5i,1.62E-10
1,1.72E+14,1.4397993482052747-5.512479902230865E-5i,1.34E-10
1,1.72E+14,1.4746501687589773-3.191035375238045E-12i,1.29E-12
1,1.73E+14,1.437702197069167-1.3032037149070784E-4i,1.34E-10
1,1.73E+14,1.4379898603838472-1.2970060581633702E-4i,1.34E-10
1,1.73E+14,1.4388631108047807-1.0702808068638599E-4i,1.34E-10
1,1.73E+14,1.44018793909077-5.5612828167754435E-5i,1.62E-10
1,1.73E+14,1.4399508795730618-5.4158000071613395E-5i,1.34E-10
1,1.73E+14,1.4757713551822227-2.0671591812588296E-12i,1.25E-12
1,1.74E+14,1.437885047476648-1.275798594163582E-4i,1.34E-10
1,1.74E+14,1.4381614983515842-1.2742915487019423E-4i,1.34E-10
1,1.74E+14,1.4390246735579013-1.051712945296981E-4i,1.34E-10
1,1.74E+14,1.4403395298871609-5.444319428292794E-5i,1.62E-10
1,1.74E+14,1.4400999788909243-5.321350496061852E-5i,1.34E-10
1,1.74E+14,1.4769017743393478-1.3342015155333749E-12i,1.21E-12
1,1.75E+14,1.4383303920498216-1.2523299219387664E-4i,1.34E-10
1,1.75E+14,1.4380645625691606-1.2497530346341384E-4i,1.34E-10
1,1.75E+14,1.4391836472791668-1.0335717877435729E-4i,1.34E-10
1,1.75E+14,1.4404885148307192-5.3308582768384756E-5i,1.62E-10
1,1.75E+14,1.4402467061284494-5.2290663570315025E-5i,1.34E-10
1,1.75E+14,1.478041208247466-8.581943745659453E-13i,1.18E-12
1,1.76E+14,1.4384966053426507-1.23068780439106E-4i,1.34E-10
1,1.76E+14,1.4382409454941434-1.22407672722987E-4i,1.35E-10
1,1.76E+14,1.4393400949131296-1.015846319702912E-4i,1.34E-10
1,1.76E+14,1.4406349659605295-5.220761412384788E-5i,1.62E-10
1,1.76E+14,1.4403911194546537-5.1388850567214246E-5i,1.34E-10
1,1.76E+14,1.4791894371418284-5.501116029138405E-13i,1.15E-12
1,1.77E+14,1.4386601633202634-1.2098661978527686E-4i,1.34E-10
1,1.77E+14,1.4384142687352297-1.1989357303872467E-4i,1.35E-10
1,1.77E+14,1.4394940776568899-9.98524579586354E-5i,1.34E-10
1,1.77E+14,1.4407789527302646-5.113897492512661E-5i,1.62E-10
1,1.77E+14,1.4405332753046154-5.050746606597044E-5i,1.34E-10
1,1.77E+14,1.4803462398342824-3.5126942143401807E-13i,1.11E-12
1,1.78E+14,1.4388211500790415-1.189425057028657E-4i,1.34E-10
1,1.78E+14,1.4385846390259802-1.1748757478888029E-4i,1.35E-10
1,1.78E+14,1.4396456549263905-9.815948750025358E-5i,1.34E-10
1,1.78E+14,1.440920542125559-5.010141258311193E-5i,1.62E-10
1,1.78E+14,1.4406732284492898-4.964592466725738E-5i,1.34E-10
1,1.78E+14,1.4815113940537663-2.2369865924821274E-13i,1.08E-12
1,1.79E+14,1.4389796416643879-1.1694946441480678E-4i,1.34E-10
1,1.79E+14,1.438752123396357-1.1513902749594276E-4i,1.35E-10
1,1.79E+14,1.4397948843779322-9.650466746088838E-5i,1.34E-10
1,1.79E+14,1.4410597987753557-4.909373465780164E-5i,1.62E-10
1,1.79E+14,1.4408110320457004-4.880366465602893E-5i,1.34E-10
1,1.79E+14,1.4826846767692636-1.418658997110284E-13i,1.05E-12
1,1.80E+14,1.4391356734688123-1.1498924094794898E-4i,1.34E-10
1,1.80E+14,1.4389167887387855-1.128697405913433E-4i,1.36E-10
1,1.80E+14,1.4399418219998812-9.488687939018255E-5i,1.34E-10
1,1.80E+14,1.4411967850569445-4.811480418382134E-5i,1.63E-10
1,1.80E+14,1.440946737700896-4.7980141029591866E-5i,1.34E-10
1,1.80E+14,1.483865864495727-8.985847433220811E-14i,1.03E-12
1,1.81E+14,1.4392893283341885-1.1306433132139015E-4i,1.34E-10
1,1.81E+14,1.4390787274759305-1.1067335422339689E-4i,1.36E-10
1,1.81E+14,1.4400865221547507-9.330513073610101E-5i,1.34E-10
1,1.81E+14,1.441080395523043-4.717482864573264E-5i,1.34E-10
1,1.81E+14,1.4413315611956186-4.716353753583856E-5i,1.63E-10
1,1.81E+14,1.485054733583398-5.6759939620976936E-14i,1.00E-12
1,1.82E+14,1.4394406294775888-1.111890871458994E-4i,1.34E-10
1,1.82E+14,1.439237946358192-1.084769523228644E-4i,1.36E-10
1,1.82E+14,1.440229037597825-9.175836580440551E-5i,1.34E-10
1,1.82E+14,1.4412120541748206-4.638721735501661E-5i,1.34E-10
1,1.82E+14,1.441464185359118-4.6238900668390706E-5i,1.63E-10
1,1.82E+14,1.4862510604910824-3.565147147277821E-14i,9.74E-13
1,1.83E+14,1.439589682914028-1.0935955345209674E-4i,1.34E-10
1,1.83E+14,1.4393946513503602-1.0640053139954528E-4i,1.36E-10
1,1.83E+14,1.4403694194730532-9.024564644354826E-5i,1.34E-10
1,1.83E+14,1.4413417609281802-4.561681469963381E-5i,1.34E-10
1,1.83E+14,1.4415947137469731-4.5339907682167385E-5i,1.63E-10
1,1.83E+14,1.4874546220437603-2.2354694925810198E-14i,9.50E-13
1,1.84E+14,1.4397364864035753-1.0756820972985867E-4i,1.34E-10
1,1.84E+14,1.4395487713082435-1.0436418940921248E-4i,1.36E-10
1,1.84E+14,1.440507717784315-8.876603930709165E-5i,1.34E-10
1,1.84E+14,1.4414695617044866-4.486314817147648E-5i,1.34E-10
1,1.84E+14,1.4417232006752465-4.446561788604773E-5i,1.63E-10
1,1.84E+14,1.4886651956751187-1.3990309945150623E-14i,9.26E-13
1,1.85E+14,1.439881126114499-1.0581725715863516E-4i,1.34E-10
1,1.85E+14,1.439700437463174-1.023915027704913E-4i,1.36E-10
1,1.85E+14,1.4406439808173894-8.731863351127575E-5i,1.34E-10
1,1.85E+14,1.4415955011323576-4.4125752853794526E-5i,1.34E-10
1,1.85E+14,1.4418496986570932-4.361513260242935E-5i,1.63E-10
1,1.85E+14,1.4898825596554708-8.596781092191154E-15i,9.04E-13
1,1.86E+14,1.4400236389628365-1.0409206630024694E-4i,1.34E-10
1,1.86E+14,1.4398496478153067-1.0046349634311612E-4i,1.37E-10
1,1.86E+14,1.4407782556315896-8.590257503120964E-5i,1.34E-10
1,1.86E+14,1.441719622582505-4.340418268018199E-5i,1.34E-10
1,1.86E+14,1.4419742584788364-4.278759410103835E-5i,1.63E-10
1,1.86E+14,1.4911064933055123-5.387658402718311E-15i,8.82E-13
1,1.87E+14,1.4401640833303044-1.0242210377233163E-4i,1.34E-10
